Equipo;Calificación del equipo;Tipo;Tipo.num;Capacitancia C1;Capacitancia C2;Capacitancia total;Factor de Potencia 10kV C1;Factor de Potencia 10kV Ctotal;Factor de Potencia 2.5kV C1;Factor de Potencia 2.5kV Ctotal;Factor de Potencia 2kV C2;Fuga de aceite;Inspección diafragma;Inspección visual general;Nivel de aceite;Severidad por termografía
2985;DI;IMB;0;869.3;30873.7;845.4937281;0.163;0.166;0.163;0.17;0.17;3;0;2;0;5
2986;DI;IMB;0;970.87;36303.8;945.5823568;0.177;0.18;0.177;0.184;0.184;3;0;2;0;5
2987;DI;IMB;0;970.53;41583;948.3948568;0.235;0.1988;0.235;0.1988;0.174;3;0;2;0;5
2988;DI;IMB;0;1014.05;44112;991.2627762;0.233;0.2346;0.233;0.2346;0.167;3;0;2;0;5
2989;DI;IMB;0;1060.25;36868;1030.611668;0.173;0.1706;0.173;0.1706;0.243;3;0;2;0;5
2990;DI;IMB;0;1039.06;41619.9;1013.751233;0.199;0.2088;0.199;0.2088;0.189;3;0;2;0;5
2991;DI;IMB;0;984.77;41969.3;962.1930486;0.261;0.1412;0.261;0.1412;0.189;3;0;2;0;5
2992;DI;IMB;0;935.99;42658;915.8937142;0.251;0.1825;0.251;0.1825;0.211;3;0;2;0;5
2993;DI;IMB;0;943.4;38252;920.693163;0.171;0.1712;0.171;0.1712;0.245;3;0;2;0;5
2994;DI;IMB;0;906.31;40972;886.6960801;0.186;0.2678;0.186;0.2678;0.131;3;0;2;0;5
2995;DI;IMB;0;984.24;47273;964.1657401;0.128;0.202;0.128;0.202;0.207;3;0;2;0;5
2996;DI;IMB;0;964.15;38337.2;940.4972445;0.176;0.2534;0.176;0.2534;0.12;3;0;2;0;5
2997;DI;IMB;0;1011.09;42851.3;987.7829484;0.209;0.212;0.209;0.216;0.216;3;0;2;0;5
2998;DI;IMB;0;1004.94;43434;982.2143363;0.196;0.241;0.196;0.241;0.145;3;0;2;1;5
2999;DI;IMB;0;909.5;31657;884.0999647;0.14;0.1985;0.14;0.1985;0.209;3;0;2;1;5
3000;DI;IMB;0;920.37;35580;897.1625384;0.151;0.1849;0.151;0.1849;0.236;3;0;2;1;5
3001;DI;IMB;0;873.26;28664;847.4423369;0.199;0.2914;0.199;0.2914;0.133;3;0;2;1;5
3002;DI;IMB;0;814.2;36009.15;796.1972479;0.143;0.146;0.143;0.15;0.15;3;0;2;1;5
3003;DI;IMB;0;917.07;36755.6;894.7456629;0.159;0.2289;0.159;0.2289;0.15;3;0;2;1;5
3004;DI;IMB;0;881.99;35171.7;860.4136687;0.131;0.2591;0.131;0.2591;0.245;3;0;2;1;5
3005;DI;IMB;0;894.9;37706.8;874.1536077;0.246;0.271;0.246;0.271;0.166;3;0;2;1;5
3006;DI;IMB;0;1011.09;50554.5;1472.461165;0.209;1.765;0.209;1.765;1.154;0;0;0;0;5
3007;DI;IMB;0;1004.94;50247;1463.504854;0.196;2.028;0.196;2.028;1.653;0;0;0;0;5
3008;DI;IMB;0;904.26;36807;804.7606271;0.167;0.21;0.167;0.21;0.123;3;0;2;0;5
3009;DI;IMB;0;914;33155;889.479292;0.154;0.157;0.154;0.161;0.161;3;0;2;0;5
3010;DI;IMB;0;939.78;35278;915.3945615;0.244;0.1499;0.244;0.1499;0.137;3;0;2;0;5
3011;DI;IMB;0;922.51;37295;900.2420736;0.265;0.1897;0.265;0.1897;0.176;3;0;2;0;5
3012;DI;IMB;0;892;28696;865.1085575;0.188;0.1812;0.188;0.1812;0.219;3;0;2;0;5
3013;DI;IMB;0;908;32808;883.5468027;0.218;0.2112;0.218;0.2112;0.183;3;0;2;0;5
3014;FUN;QDR;1;0;0;813.6;0;0.157;0;0.157;0;0;0;0;0;5
3015;FUN;QDR;1;0;0;803.7;0;0.155;0;0.155;0;0;0;0;0;5
3016;FUN;QDR;1;0;0;782.2;0;0.174;0;0.174;0;0;0;0;0;5
3017;FUN;QDR;1;0;0;827.56;0;0.151;0;0.151;0;0;0;0;0;5
3018;FUN;QDR;1;0;0;806.6;0;0.152;0;0.152;0;0;0;0;0;5
3019;FUN;QDR;1;0;0;788.4;0;0.155;0;0.155;0;0;0;0;0;5
3020;SEG;QDR;1;0;0;758.5;0;0.15;0;0.15;0;1;0;1;0;5
3021;FUN;QDR;1;0;0;757.8;0;0.145;0;0.145;0;0;0;0;0;5
3022;SEG;QDR;1;0;0;773.1;0;0.145;0;0.145;0;1;0;1;0;5
3023;SEG;QDR;1;0;0;791.24;0;0.2595;0;0.2595;0;1;0;1;0;5
3024;FUN;QDR;1;0;0;764.73;0;0.214;0;0.214;0;0;0;0;0;5
3025;FUN;QDR;1;0;0;760.8;0;0.1905;0;0.1905;0;0;0;0;0;5
3026;FUN;QDR;1;0;0;785.77;0;0.2;0;0.2;0;0;0;0;0;5
3027;SEG;QDR;1;0;0;798.84;0;0.232;0;0.232;0;1;0;1;0;3
3028;SEG;QDR;1;0;0;777.98;0;0.242;0;0.242;0;1;0;1;0;3
3029;FUN;QDR;1;0;0;799.5;0;0.25;0;0.25;0;0;0;0;0;5
3030;FUN;QDR;1;0;0;790.5;0;0.285;0;0.285;0;0;0;0;0;5
3031;FUN;QDR;1;0;0;748;0;0.165;0;0.165;0;0;0;0;0;5
3032;FUN;QDR;1;0;0;803;0;0.165;0;0.165;0;0;0;0;0;5
3033;FUN;QDR;1;0;0;800.1;0;0.16;0;0.16;0;0;0;0;0;5
3034;FUN;QDR;1;0;0;792;0;0.27;0;0.27;0;0;0;0;0;5
3035;SEG;QDR;1;0;0;828;0;0.15;0;0.15;0;1;0;1;0;3
3036;SEG;QDR;1;0;0;836;0;0.14;0;0.14;0;1;0;1;0;5
3037;SEG;QDR;1;0;0;902.84;0;0.155;0;0.155;0;1;0;1;0;5
3038;FUN;QDR;1;0;0;804.87;0;0.244;0;0.244;0;0;0;0;0;5
3039;SEG;QDR;1;0;0;833.66;0;0.236;0;0.236;0;1;0;1;0;5
3040;FUN;QDR;1;0;0;738.62;0;0.1735;0;0.1735;0;0;0;0;0;5
3041;FUN;QDR;1;0;0;763.56;0;0.389;0;0.389;0;0;0;0;0;5
3042;FUN;QDR;1;0;0;734.95;0;0.417;0;0.417;0;0;0;0;0;5
3043;FUN;QDR;1;0;0;753.63;0;0.397;0;0.397;0;0;0;0;0;5
3044;FUN;QDR;1;0;0;774.35;0;0.349;0;0.349;0;0;0;0;0;5
3045;FUN;QDR;1;0;0;797.4;0;0.374;0;0.374;0;0;0;0;0;5
3046;FUN;QDR;1;0;0;752.66;0;0.405;0;0.405;0;0;0;0;0;5
3047;FUN;QDR;1;0;0;771.31;0;0.381;0;0.381;0;0;0;0;0;5
3048;FUN;QDR;1;0;0;783.52;0;0.348;0;0.348;0;0;0;0;0;5
3049;SEG;QDR;1;0;0;765.48;0;0.15;0;0.15;0;1;0;1;0;3
3050;D6;QDR;1;0;0;750.27;0;0.67;0;0.67;0;0;0;0;0;5
3051;D6;QDR;1;0;0;748.97;0;0.59;0;0.59;0;0;0;0;0;5
3052;FUN;QDR;1;0;0;743.39;0;0.1635;0;0.1635;0;0;0;0;0;5
3053;FUN;QDR;1;0;0;762.14;0;0.1485;0;0.1485;0;0;0;0;0;5
3054;FUN;QDR;1;0;0;730.17;0;0.159;0;0.159;0;0;0;0;0;5
3055;FUN;QDR;1;0;0;751.18;0;0.1505;0;0.1505;0;0;0;0;0;5
3056;D3;QDR;1;0;0;763.79;0;0.151;0;0.151;0;1;1;1;1;5
3057;D3;QDR;1;0;0;769.86;0;0.185;0;0.185;0;1;1;1;2;5
3058;FUN;QDR;1;0;0;755.88;0;0.143;0;0.143;0;0;0;0;0;5
3059;FUN;QDR;1;0;0;808.48;0;0.1765;0;0.1765;0;0;0;0;0;5
3060;FUN;QDR;1;0;0;770.3;0;0.161;0;0.161;0;0;0;0;0;5
3061;D3;QDR;1;0;0;760.76;0;0.184;0;0.184;0;2;0;1;2;5
3062;FUN;QDR;1;0;0;759.57;0;0.1905;0;0.1905;0;0;0;0;0;5
3063;FUN;QDR;1;0;0;775.59;0;0.185;0;0.185;0;0;0;0;0;5
3064;D3;QDR;1;0;0;740.54;0;0.161;0;0.161;0;1;0;1;2;5
3065;D3;QDR;1;0;0;762.47;0;0.161;0;0.161;0;0;2;1;1;5
3066;FUN;QDR;1;0;0;755.52;0;0.167;0;0.167;0;0;0;0;0;5
3067;SEG;QDR;1;0;0;774.24;0;0.1505;0;0.1505;0;1;0;1;0;5
3068;FUN;QDR;1;0;0;746.22;0;0.201;0;0.201;0;0;0;0;0;5
3069;DI;QDR;1;0;0;754.98;0;1.57;0;1.57;0;1;0;0;0;5
3070;FUN;QDR;1;0;0;754.34;0;0.216;0;0.216;0;0;0;0;0;5
3071;FUN;QDR;1;0;0;755.31;0;0.202;0;0.202;0;0;0;0;0;5
3072;FUN;QDR;1;0;0;754.03;0;0.213;0;0.213;0;0;0;0;0;5
3073;FUN;QDR;1;0;0;769.23;0;0.177;0;0.177;0;0;0;0;0;5
3074;FUN;QDR;1;0;0;765.75;0;0.1735;0;0.1735;0;0;0;0;0;5
3075;FUN;QDR;1;0;0;754.12;0;0.2275;0;0.2275;0;0;0;0;0;5
3076;FUN;QDR;1;0;0;748.03;0;0.2065;0;0.2065;0;0;0;0;0;5
3077;FUN;QDR;1;0;0;761.55;0;0.225;0;0.225;0;0;0;0;0;5
3078;FUN;QDR;1;0;0;757.95;0;0.225;0;0.225;0;0;0;0;0;5
3079;FUN;QDR;1;0;0;758.25;0;0.233;0;0.233;0;0;0;0;0;5
3080;SEG;QDR;1;0;0;750.2;0;0.222;0;0.222;0;1;0;1;0;5
3081;FUN;QDR;1;0;0;754.15;0;0.186;0;0.186;0;0;0;0;0;5
3082;FUN;QDR;1;0;0;815.249;0;0.257;0;0.257;0;0;0;0;0;5
3083;FUN;QDR;1;0;0;831.248;0;0.2805;0;0.2805;0;0;0;0;0;5
3084;FUN;QDR;1;0;0;774.118;0;0.292;0;0.292;0;0;0;0;0;5
3085;SEG;QDR;1;0;0;782.88;0;0.1665;0;0.1665;0;0;1;0;0;5
3086;SEG;QDR;1;0;0;777.1;0;0.161;0;0.161;0;0;1;0;0;5
3087;SEG;QDR;1;0;0;788.13;0;0.17;0;0.17;0;0;1;0;0;5
3088;D6;QDR;1;0;0;770.56;0;0.5;0;0.5;0;0;0;0;0;5
3089;SEG;QDR;1;0;0;855.34;0;0.1535;0;0.1535;0;0;1;0;0;3
3090;D3;QDR;1;0;0;799.62;0;0.184;0;0.184;0;0;2;1;1;5
3091;SEG;QDR;1;0;0;787.05;0;0.195;0;0.195;0;0;1;0;0;5
3092;D6;QDR;1;0;0;782.56;0;0.63;0;0.63;0;0;0;0;0;5
3093;FUN;QDR;1;0;0;869.16;0;0.234;0;0.234;0;0;0;0;0;5
3094;FUN;QDR;1;0;0;836.26;0;0.214;0;0.214;0;0;0;0;0;5
3095;FUN;QDR;1;0;0;893.95;0;0.1865;0;0.1865;0;0;0;0;0;5
3096;SEG;QDR;1;0;0;890.07;0;0.1785;0;0.1785;0;0;1;0;0;5
3097;FUN;QDR;1;0;0;844.46;0;0.2705;0;0.2705;0;0;0;0;0;5
3098;FUN;QDR;1;0;0;839.731;0;0.1905;0;0.1905;0;0;0;0;0;5
3099;FUN;QDR;1;0;0;898.7;0;0.226;0;0.226;0;0;0;0;0;5
3100;FUN;QDR;1;0;0;840.62;0;0.2495;0;0.2495;0;0;0;0;0;5
3101;D6;QDR;1;0;0;836.484;0;0.158;0;0.158;0;2;0;0;0;5
3102;D3;QDR;1;0;0;780.52;0;0.2285;0;0.2285;0;1;1;1;1;5
3103;D3;QDR;1;0;0;773.09;0;0.224;0;0.224;0;1;1;1;2;5
3104;D3;QDR;1;0;0;806.5;0;0.2255;0;0.2255;0;2;0;1;2;5
3105;D3;QDR;1;0;0;798.75;0;0.187;0;0.187;0;1;0;1;2;5
3106;FUN;QDR;1;0;0;790.39;0;0.207;0;0.207;0;0;0;0;0;5
3107;D3;QDR;1;0;0;796.38;0;0.279;0;0.279;0;0;2;1;1;5
3108;D3;QDR;1;0;0;774.6;0;0.218;0;0.218;0;0;2;1;1;5
3109;D3;QDR;1;0;0;795.52;0;0.219;0;0.219;0;1;1;1;1;5
3110;D3;QDR;1;0;0;807.3;0;0.223;0;0.223;0;1;1;1;0;5
3111;D3;QDR;1;0;0;774.085;0;0.235;0;0.235;0;2;0;1;2;5
3112;D3;QDR;1;0;0;770.437;0;0.21;0;0.21;0;1;0;1;2;5
3113;D3;QDR;1;0;0;804.61;0;0.24;0;0.24;0;0;2;1;1;5
3114;FUN;QDR;1;0;0;817.51;0;0.147666667;0;0.147666667;0;0;0;0;0;5
3115;FUN;QDR;1;0;0;824.19;0;0.167666667;0;0.167666667;0;0;0;0;0;5
3116;FUN;QDR;1;0;0;818.56;0;0.147333333;0;0.147333333;0;0;0;0;0;5
3117;SEG;QDR;1;0;0;717.1;0;0.2805;0;0.2805;0;0;1;0;0;5
3118;FUN;QDR;1;0;0;755;0;0.425;0;0.425;0;0;0;0;0;5
3119;FUN;QDR;1;0;0;758.4;0;0.405;0;0.405;0;0;0;0;0;5
3120;FUN;QDR;1;0;0;750;0;0.44;0;0.44;0;0;0;0;0;5
3121;FUN;QDR;1;0;0;764.5;0;0.265;0;0.265;0;0;0;0;0;5
3122;FUN;QDR;1;0;0;761.66;0;0.174;0;0.174;0;0;0;0;0;5
3123;FUN;QDR;1;0;0;768.74;0;0.269;0;0.269;0;0;0;0;0;5
3124;FUN;QDR;1;0;0;759.19;0;0.2205;0;0.2205;0;0;0;0;0;5
3125;SEG;QDR;1;0;0;734.24;0;0.1715;0;0.1715;0;0;1;0;0;5
3126;FUN;QDR;1;0;0;766.71;0;0.155;0;0.155;0;0;0;0;0;5
3127;FUN;QDR;1;0;0;757.01;0;0.154;0;0.154;0;0;0;0;0;5
3128;FUN;QDR;1;0;0;773.66;0;0.1465;0;0.1465;0;0;0;0;0;5
3129;SEG;QDR;1;0;0;760.71;0;0.237;0;0.237;0;0;1;0;0;5
3130;FUN;QDR;1;0;0;765.25;0;0.180666667;0;0.180666667;0;0;0;0;0;5
3131;FUN;QDR;1;0;0;838.19;0;0.205;0;0.205;0;0;0;0;0;5
3132;FUN;QDR;1;0;0;867.83;0;0.186;0;0.186;0;0;0;0;2;5
3133;FUN;QDR;1;0;0;819.06;0;0.215;0;0.215;0;0;0;0;0;5
3134;FUN;QDR;1;0;0;830.87;0;0.23;0;0.23;0;0;0;0;0;5
3135;FUN;QDR;1;0;0;838.4;0;0.25;0;0.25;0;0;0;0;0;5
3136;FUN;QDR;1;0;0;834.88;0;0.2735;0;0.2735;0;0;0;0;0;5
3137;FUN;QDR;1;0;0;813.15;0;0.204;0;0.204;0;0;0;0;0;5
3138;SEG;QDR;1;0;0;797.83;0;0.203;0;0.203;0;0;1;0;0;5
3139;FUN;QDR;1;0;0;806.85;0;0.196;0;0.196;0;0;0;0;0;5
3140;FUN;QDR;1;0;0;816.72;0;0.284;0;0.284;0;0;0;0;0;5
3141;D6;QDR;1;0;0;821.637;0;0.2355;0;0.2355;0;2;0;0;0;5
3142;SEG;QDR;1;0;0;786.135;0;0.171;0;0.171;0;0;1;0;0;3
3143;SEG;QDR;1;0;0;794.345;0;0.1785;0;0.1785;0;0;1;0;0;5
3144;FUN;QDR;1;0;0;820.287;0;0.2125;0;0.2125;0;0;0;0;0;5
3145;FUN;QDR;1;0;0;807.27;0;0.245;0;0.245;0;0;0;0;0;5
3146;FUN;QDR;1;0;0;822.36;0;0.1485;0;0.1485;0;0;0;0;0;5
3147;D3;QDR;1;0;0;823.16;0;0.2075;0;0.2075;0;1;1;1;1;5
3148;FUN;QDR;1;0;0;841.59;0;0.2615;0;0.2615;0;0;0;0;0;5
3149;FUN;QDR;1;0;0;843.44;0;0.271;0;0.271;0;0;0;0;0;5
3150;FUN;QDR;1;0;0;801.46;0;0.2555;0;0.2555;0;0;0;0;0;5
3151;FUN;QDR;1;0;0;790.74;0;0.2295;0;0.2295;0;0;0;0;0;5
3152;FUN;QDR;1;0;0;849.25;0;0.165;0;0.165;0;0;0;0;0;5
3153;FUN;QDR;1;0;0;858.87;0;0.169;0;0.169;0;0;0;0;0;5
3154;FUN;QDR;1;0;0;890.36;0;0.1745;0;0.1745;0;0;0;0;0;5
3155;SEG;QDR;1;0;0;880.9;0;0.155333333;0;0.155333333;0;0;1;0;0;5
3156;FUN;QDR;1;0;0;896.66;0;0.163666667;0;0.163666667;0;0;0;0;0;5
3157;FUN;QDR;1;0;0;882.9;0;0.157333333;0;0.157333333;0;0;0;0;0;5
3158;SEG;QDR;1;0;0;836.59;0;0.129333333;0;0.129333333;0;1;1;1;0;5
3159;FUN;QDR;1;0;0;813.51;0;0.140666667;0;0.140666667;0;0;0;0;0;5
3160;SEG;QDR;1;0;0;863.27;0;0.152;0;0.152;0;1;1;1;0;3
3161;FUN;QDR;1;0;0;782.51;0;0.1455;0;0.1455;0;0;0;0;0;5
3162;FUN;QDR;1;0;0;777.57;0;0.1455;0;0.1455;0;0;0;0;0;5
3163;FUN;QDR;1;0;0;794.13;0;0.4;0;0.4;0;0;0;0;0;5
3164;SEG;QDR;1;0;0;819.25;0;0.193;0;0.193;0;1;1;1;0;5
3165;SEG;QDR;1;0;0;820;0;0.204;0;0.204;0;1;1;1;0;5
3166;SEG;QDR;1;0;0;795.7;0;0.191;0;0.191;0;1;1;1;0;5
3167;FUN;QDR;1;0;0;899.81;0;0.392;0;0.392;0;0;0;0;0;5
3168;FUN;QDR;1;0;0;856.85;0;0.392;0;0.392;0;0;0;0;0;5
3169;FUN;QDR;1;0;0;870.57;0;0.347;0;0.347;0;0;0;0;0;5
3170;FUN;QDR;1;0;0;817.14;0;0.302;0;0.302;0;0;0;0;0;5
3171;FUN;QDR;1;0;0;819.74;0;0.334;0;0.334;0;0;0;0;0;5
3172;FUN;QDR;1;0;0;802.06;0;0.354;0;0.354;0;0;0;0;0;5
3173;FUN;QDR;1;0;0;874.94;0;0.351;0;0.351;0;0;0;0;0;5
3174;FUN;QDR;1;0;0;845.45;0;0.369;0;0.369;0;0;0;0;0;5
3175;FUN;QDR;1;0;0;864.42;0;0.361;0;0.361;0;0;0;0;0;5
3176;FUN;QDR;1;0;0;799.95;0;0.364;0;0.364;0;0;0;0;0;5
3177;FUN;QDR;1;0;0;829.5;0;0.366;0;0.366;0;0;0;0;0;5
3178;FUN;QDR;1;0;0;828.71;0;0.317;0;0.317;0;0;0;0;0;5
3179;FUN;QDR;1;0;0;833.08;0;0.349;0;0.349;0;0;0;0;0;5
3180;SEG;QDR;1;0;0;805.47;0;0.207;0;0.207;0;1;1;1;0;5
3181;FUN;QDR;1;0;0;800.67;0;0.341;0;0.341;0;0;0;0;0;5
3182;FUN;QDR;1;0;0;855.37;0;0.379;0;0.379;0;0;0;0;0;5
3183;FUN;QDR;1;0;0;871.56;0;0.256;0;0.256;0;0;0;0;0;5
3184;FUN;QDR;1;0;0;869.48;0;0.263;0;0.263;0;0;0;0;0;5
3185;D6;QDR;1;0;0;839.57;0;0.2535;0;0.2535;0;2;0;0;0;5
3186;FUN;QDR;1;0;0;844.79;0;0.1995;0;0.1995;0;0;0;0;0;5
3187;FUN;QDR;1;0;0;805.25;0;0.1875;0;0.1875;0;0;0;0;0;5
3188;FUN;QDR;1;0;0;835.34;0;0.18;0;0.18;0;0;0;0;0;5
3189;FUN;QDR;1;0;0;827.4;0;0.18;0;0.18;0;0;0;0;0;5
3190;FUN;QDR;1;0;0;829.29;0;0.18;0;0.18;0;0;0;0;0;5
3191;FUN;QDR;1;0;0;866.23;0;0.1885;0;0.1885;0;0;0;0;0;5
3192;FUN;QDR;1;0;0;853.56;0;0.202;0;0.202;0;0;0;0;0;5
3193;FUN;QDR;1;0;0;872.98;0;0.195;0;0.195;0;0;0;0;0;5
3194;FUN;QDR;1;0;0;832.27;0;0.1985;0;0.1985;0;0;0;0;0;5
3195;SEG;QDR;1;0;0;818.82;0;0.17;0;0.17;0;1;1;1;0;5
3196;FUN;QDR;1;0;0;835.9;0;0.1825;0;0.1825;0;0;0;0;0;5
3197;FUN;QDR;1;0;0;874.7;0;0.2835;0;0.2835;0;0;0;0;0;5
3198;FUN;QDR;1;0;0;839.42;0;0.1825;0;0.1825;0;0;0;0;0;5
3199;FUN;QDR;1;0;0;811.73;0;0.188;0;0.188;0;0;0;0;0;5
3200;FUN;QDR;1;0;0;788.46;0;0.166;0;0.166;0;0;0;0;0;5
3201;FUN;QDR;1;0;0;837.35;0;0.21;0;0.21;0;0;0;0;0;5
3202;FUN;QDR;1;0;0;873;0;0.225;0;0.225;0;0;0;0;0;5
3203;FUN;QDR;1;0;0;873;0;0.255;0;0.255;0;0;0;0;0;5
3204;FUN;QDR;1;0;0;830.07;0;0.245;0;0.245;0;0;0;0;0;5
3205;FUN;QDR;1;0;0;751.7;0;0.2105;0;0.2105;0;0;0;0;0;5
3206;FUN;QDR;1;0;0;964.85;0;0.1775;0;0.1775;0;0;0;0;0;5
3207;FUN;QDR;1;0;0;753.61;0;0.1685;0;0.1685;0;0;0;0;0;5
3208;FUN;QDR;1;0;0;823.61;0;0.24;0;0.24;0;0;0;0;0;5
3209;FUN;QDR;1;0;0;877.33;0;0.229;0;0.229;0;0;0;0;0;5
3210;SEG;QDR;1;0;0;825.435;0;0.2415;0;0.2415;0;1;1;1;0;5
3211;FUN;QDR;1;0;0;828.19;0;0.258;0;0.258;0;0;0;0;0;5
3212;FUN;QDR;1;0;0;864.96;0;0.2385;0;0.2385;0;0;0;0;0;5
3213;FUN;QDR;1;0;0;785.75;0;0.2275;0;0.2275;0;0;0;0;0;5
3214;FUN;QDR;1;0;0;789.13;0;0.1985;0;0.1985;0;0;0;0;0;5
3215;FUN;QDR;1;0;0;811.52;0;0.427;0;0.427;0;0;0;0;0;5
3216;FUN;QDR;1;0;0;811.529;0;0.375;0;0.375;0;0;0;0;0;5
3217;FUN;QDR;1;0;0;811.52;0;0.383;0;0.383;0;0;0;0;0;5
3218;FUN;QDR;1;0;0;787;0;0.427;0;0.427;0;0;0;0;0;5
3219;FUN;QDR;1;0;0;778;0;0.362;0;0.362;0;0;0;0;0;5
3220;FUN;QDR;1;0;0;760;0;0.314;0;0.314;0;0;0;0;0;5
3221;FUN;QDR;1;0;0;807.89;0;0.355;0;0.355;0;0;0;0;0;5
3222;FUN;QDR;1;0;0;815.34;0;0.394;0;0.394;0;0;0;0;0;5
3223;FUN;QDR;1;0;0;805.52;0;0.415;0;0.415;0;0;0;0;0;5
3224;FUN;QDR;1;0;0;796.78;0;0.445;0;0.445;0;0;0;0;0;5
3225;FUN;QDR;1;0;0;821.68;0;0.45;0;0.45;0;0;0;0;0;5
3226;FUN;QDR;1;0;0;784;0;0.365;0;0.365;0;0;0;0;0;5
3227;FUN;QDR;1;0;0;838;0;0.33;0;0.33;0;0;0;0;0;5
3228;FUN;QDR;1;0;0;833;0;0.387;0;0.387;0;0;0;0;0;5
3229;FUN;QDR;1;0;0;806;0;0.398;0;0.398;0;0;0;0;0;5
3230;FUN;QDR;1;0;0;783;0;0.307;0;0.307;0;0;0;0;0;5
3231;FUN;QDR;1;0;0;823;0;0.382;0;0.382;0;0;0;0;0;5
3232;FUN;QDR;1;0;0;772;0;0.322;0;0.322;0;0;0;0;0;5
3233;FUN;QDR;1;0;0;790;0;0.35;0;0.35;0;0;0;0;0;5
3234;FUN;QDR;1;0;0;831;0;0.336;0;0.336;0;0;0;0;0;5
3235;FUN;QDR;1;0;0;817;0;0.44;0;0.44;0;0;0;0;0;5
3236;FUN;QDR;1;0;0;781;0;0.41;0;0.41;0;0;0;0;0;5
3237;FUN;QDR;1;0;0;846;0;0.338;0;0.338;0;0;0;0;0;5
3238;FUN;QDR;1;0;0;766;0;0.127;0;0.127;0;0;0;0;0;5
3239;FUN;QDR;1;0;0;799;0;0.128;0;0.128;0;0;0;0;0;5
3240;FUN;QDR;1;0;0;836;0;0.137;0;0.137;0;0;0;0;0;5
3241;FUN;QDR;1;0;0;835;0;0.129;0;0.129;0;0;0;0;0;5
3242;FUN;QDR;1;0;0;768;0;0.129;0;0.129;0;0;0;0;0;5
3243;FUN;QDR;1;0;0;809;0;0.136;0;0.136;0;0;0;0;0;5
3244;FUN;QDR;1;0;0;750;0;0.138;0;0.138;0;0;0;0;0;5
3245;FUN;QDR;1;0;0;829;0;0.13;0;0.13;0;0;0;0;0;5
3246;FUN;QDR;1;0;0;840;0;0.125;0;0.125;0;0;0;0;0;5
3247;FUN;QDR;1;0;0;765;0;0.127;0;0.127;0;0;0;0;0;5
3248;FUN;QDR;1;0;0;839;0;0.12;0;0.12;0;0;0;0;0;5
3249;FUN;QDR;1;0;0;771;0;0.13;0;0.13;0;0;0;0;0;5
3250;FUN;QDR;1;0;0;810;0;0.12;0;0.12;0;0;0;0;0;5
3251;FUN;QDR;1;0;0;831;0;0.122;0;0.122;0;0;0;0;0;5
3252;FUN;QDR;1;0;0;810;0;0.13;0;0.13;0;0;0;0;0;5
3253;FUN;QDR;1;0;0;761;0;0.128;0;0.128;0;0;0;0;0;5
3254;FUN;QDR;1;0;0;777;0;0.127;0;0.127;0;0;0;0;0;5
3255;FUN;QDR;1;0;0;782;0;0.132;0;0.132;0;0;0;0;0;5
3256;FUN;QDR;1;0;0;764;0;0.127;0;0.127;0;0;0;0;0;5
3257;FUN;QDR;1;0;0;783;0;0.122;0;0.122;0;0;0;0;0;5
3258;FUN;QDR;1;0;0;810;0;0.141;0;0.141;0;0;0;0;0;5
3259;FUN;QDR;1;0;0;781;0;0.129;0;0.129;0;0;0;0;0;5
3260;FUN;QDR;1;0;0;812;0;0.126;0;0.126;0;0;0;0;0;5
3261;FUN;QDR;1;0;0;780;0;0.137;0;0.137;0;0;0;0;0;5
3262;FUN;QDR;1;0;0;801;0;0.127;0;0.127;0;0;0;0;0;5
3263;FUN;QDR;1;0;0;857;0;0.12;0;0.12;0;0;0;0;0;5
3264;D6;QDR;1;0;0;811.52;0;0.12;0;0.12;0;2;0;0;0;5
3265;FUN;QDR;1;0;0;763;0;0.13;0;0.13;0;0;0;0;0;5
3266;FUN;QDR;1;0;0;779;0;0.128;0;0.128;0;0;0;0;0;5
3267;FUN;QDR;1;0;0;824;0;0.127;0;0.127;0;0;0;0;0;5
3268;FUN;QDR;1;0;0;783;0;0.127;0;0.127;0;0;0;0;0;5
3269;FUN;QDR;1;0;0;769;0;0.132;0;0.132;0;0;0;0;0;5
3270;FUN;QDR;1;0;0;826;0;0.134;0;0.134;0;0;0;0;0;5
3271;FUN;QDR;1;0;0;797;0;0.134;0;0.134;0;0;0;0;0;5
3272;FUN;QDR;1;0;0;751;0;0.131;0;0.131;0;0;0;0;0;5
3273;FUN;QDR;1;0;0;842.448;0;0.171;0;0.171;0;0;0;0;0;5
3274;FUN;QDR;1;0;0;842.085;0;0.1905;0;0.1905;0;0;0;0;0;5
3275;FUN;QDR;1;0;0;833.43;0;0.196;0;0.196;0;0;0;0;0;5
3276;FUN;QDR;1;0;0;818.591;0;0.154;0;0.154;0;0;0;0;0;5
3277;D3;QDR;1;0;0;821.35;0;0.168;0;0.168;0;1;1;1;1;5
3278;SEG;QDR;1;0;0;831.01;0;0.19;0;0.19;0;1;1;1;0;5
3279;D6;QDR;1;0;0;827.61;0;0.1925;0;0.1925;0;2;0;1;2;5
3280;FUN;QDR;1;0;0;892.87;0;0.1805;0;0.1805;0;1;0;1;2;5
3281;FUN;QDR;1;0;0;859.72;0;0.212;0;0.212;0;0;2;1;1;5
3282;FUN;QDR;1;0;0;758.87;0;0.271;0;0.271;0;0;2;1;1;5
3283;FUN;QDR;1;0;0;791.33;0;0.245;0;0.245;0;1;1;1;1;5
